date,product_id,product_name,tenant_id,demand,demand_pattern,business_type,price,cost,profit_margin,day_of_week,month,quarter,is_weekend,is_holiday,is_month_end
2023-10-17,prod-1,Smartphone 1,tenant-1,24,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,10,4,False,False,False
2023-10-18,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,10,4,False,False,False
2023-10-19,prod-1,Smartphone 1,tenant-1,24,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,10,4,False,False,False
2023-10-20,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,10,4,False,False,False
2023-10-21,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,10,4,True,False,False
2023-10-22,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,10,4,True,False,False
2023-10-23,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,10,4,False,False,False
2023-10-24,prod-1,Smartphone 1,tenant-1,24,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,10,4,False,False,False
2023-10-25,prod-1,Smartphone 1,tenant-1,24,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,10,4,False,False,True
2023-10-26,prod-1,Smartphone 1,tenant-1,18,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,10,4,False,False,True
2023-10-27,prod-1,Smartphone 1,tenant-1,18,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,10,4,False,False,True
2023-10-28,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,10,4,True,False,True
2023-10-29,prod-1,Smartphone 1,tenant-1,13,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,10,4,True,False,True
2023-10-30,prod-1,Smartphone 1,tenant-1,20,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,10,4,False,False,True
2023-10-31,prod-1,Smartphone 1,tenant-1,21,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,10,4,False,False,True
2023-11-01,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,11,4,False,False,False
2023-11-02,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,11,4,False,False,False
2023-11-03,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,11,4,False,False,False
2023-11-04,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,11,4,True,False,False
2023-11-05,prod-1,Smartphone 1,tenant-1,16,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,11,4,True,False,False
2023-11-06,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,11,4,False,False,False
2023-11-07,prod-1,Smartphone 1,tenant-1,20,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,11,4,False,False,False
2023-11-08,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,11,4,False,False,False
2023-11-09,prod-1,Smartphone 1,tenant-1,20,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,11,4,False,False,False
2023-11-10,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,11,4,False,False,False
2023-11-11,prod-1,Smartphone 1,tenant-1,12,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,11,4,True,False,False
2023-11-12,prod-1,Smartphone 1,tenant-1,14,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,11,4,True,False,False
2023-11-13,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,11,4,False,False,False
2023-11-14,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,11,4,False,False,False
2023-11-15,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,11,4,False,False,False
2023-11-16,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,11,4,False,False,False
2023-11-17,prod-1,Smartphone 1,tenant-1,12,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,11,4,False,False,False
2023-11-18,prod-1,Smartphone 1,tenant-1,9,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,11,4,True,False,False
2023-11-19,prod-1,Smartphone 1,tenant-1,12,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,11,4,True,False,False
2023-11-20,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,11,4,False,False,False
2023-11-21,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,11,4,False,False,False
2023-11-22,prod-1,Smartphone 1,tenant-1,23,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,11,4,False,False,False
2023-11-23,prod-1,Smartphone 1,tenant-1,17,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,11,4,False,False,False
2023-11-24,prod-1,Smartphone 1,tenant-1,14,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,11,4,False,False,False
2023-11-25,prod-1,Smartphone 1,tenant-1,10,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,11,4,True,False,True
2023-11-26,prod-1,Smartphone 1,tenant-1,13,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,11,4,True,False,True
2023-11-27,prod-1,Smartphone 1,tenant-1,14,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,11,4,False,False,True
2023-11-28,prod-1,Smartphone 1,tenant-1,16,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,11,4,False,False,True
2023-11-29,prod-1,Smartphone 1,tenant-1,20,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,11,4,False,False,True
2023-11-30,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,11,4,False,False,True
2023-12-01,prod-1,Smartphone 1,tenant-1,18,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,12,4,False,True,False
2023-12-02,prod-1,Smartphone 1,tenant-1,11,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,12,4,True,True,False
2023-12-03,prod-1,Smartphone 1,tenant-1,14,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,12,4,True,True,False
2023-12-04,prod-1,Smartphone 1,tenant-1,19,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,12,4,False,True,False
2023-12-05,prod-1,Smartphone 1,tenant-1,20,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,12,4,False,True,False
2023-12-06,prod-1,Smartphone 1,tenant-1,21,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,12,4,False,True,False
2023-12-07,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,12,4,False,True,False
2023-12-08,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,12,4,False,True,False
2023-12-09,prod-1,Smartphone 1,tenant-1,14,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,12,4,True,True,False
2023-12-10,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,12,4,True,True,False
2023-12-11,prod-1,Smartphone 1,tenant-1,20,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,12,4,False,True,False
2023-12-12,prod-1,Smartphone 1,tenant-1,21,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,12,4,False,True,False
2023-12-13,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,12,4,False,True,False
2023-12-14,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,12,4,False,True,False
2023-12-15,prod-1,Smartphone 1,tenant-1,16,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,12,4,False,True,False
2023-12-16,prod-1,Smartphone 1,tenant-1,15,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,12,4,True,True,False
2023-12-17,prod-1,Smartphone 1,tenant-1,18,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,12,4,True,True,False
2023-12-18,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,12,4,False,True,False
2023-12-19,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,12,4,False,True,False
2023-12-20,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,12,4,False,True,False
2023-12-21,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,12,4,False,True,False
2023-12-22,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,12,4,False,True,False
2023-12-23,prod-1,Smartphone 1,tenant-1,19,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,12,4,True,True,False
2023-12-24,prod-1,Smartphone 1,tenant-1,22,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,12,4,True,True,False
2023-12-25,prod-1,Smartphone 1,tenant-1,24,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,12,4,False,True,True
2023-12-26,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,12,4,False,True,True
2023-12-27,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,12,4,False,True,True
2023-12-28,prod-1,Smartphone 1,tenant-1,30,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,12,4,False,True,True
2023-12-29,prod-1,Smartphone 1,tenant-1,27,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,12,4,False,True,True
2023-12-30,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,12,4,True,True,True
2023-12-31,prod-1,Smartphone 1,tenant-1,23,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,12,4,True,True,True
2024-01-01,prod-1,Smartphone 1,tenant-1,25,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,1,1,False,True,False
2024-01-02,prod-1,Smartphone 1,tenant-1,33,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,1,1,False,True,False
2024-01-03,prod-1,Smartphone 1,tenant-1,33,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,1,1,False,True,False
2024-01-04,prod-1,Smartphone 1,tenant-1,35,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,1,1,False,True,False
2024-01-05,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,1,1,False,True,False
2024-01-06,prod-1,Smartphone 1,tenant-1,25,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,1,1,True,True,False
2024-01-07,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,1,1,True,True,False
2024-01-08,prod-1,Smartphone 1,tenant-1,36,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,1,1,False,True,False
2024-01-09,prod-1,Smartphone 1,tenant-1,33,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,1,1,False,True,False
2024-01-10,prod-1,Smartphone 1,tenant-1,33,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,1,1,False,True,False
2024-01-11,prod-1,Smartphone 1,tenant-1,33,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,1,1,False,True,False
2024-01-12,prod-1,Smartphone 1,tenant-1,38,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,1,1,False,True,False
2024-01-13,prod-1,Smartphone 1,tenant-1,25,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,1,1,True,True,False
2024-01-14,prod-1,Smartphone 1,tenant-1,30,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,1,1,True,True,False
2024-01-15,prod-1,Smartphone 1,tenant-1,34,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,1,1,False,True,False
2024-01-16,prod-1,Smartphone 1,tenant-1,39,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,1,1,False,True,False
2024-01-17,prod-1,Smartphone 1,tenant-1,40,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,1,1,False,True,False
2024-01-18,prod-1,Smartphone 1,tenant-1,36,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,1,1,False,True,False
2024-01-19,prod-1,Smartphone 1,tenant-1,32,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,1,1,False,True,False
2024-01-20,prod-1,Smartphone 1,tenant-1,30,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,1,1,True,True,False
2024-01-21,prod-1,Smartphone 1,tenant-1,27,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,1,1,True,True,False
2024-01-22,prod-1,Smartphone 1,tenant-1,35,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,1,1,False,True,False
2024-01-23,prod-1,Smartphone 1,tenant-1,30,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,1,1,False,True,False
2024-01-24,prod-1,Smartphone 1,tenant-1,34,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,1,1,False,True,False
2024-01-25,prod-1,Smartphone 1,tenant-1,39,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,1,1,False,True,True
2024-01-26,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,1,1,False,True,True
2024-01-27,prod-1,Smartphone 1,tenant-1,25,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,1,1,True,True,True
2024-01-28,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,1,1,True,True,True
2024-01-29,prod-1,Smartphone 1,tenant-1,28,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,1,1,False,True,True
2024-01-30,prod-1,Smartphone 1,tenant-1,37,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,1,1,False,True,True
2024-01-31,prod-1,Smartphone 1,tenant-1,35,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,1,1,False,True,True
2024-02-01,prod-1,Smartphone 1,tenant-1,32,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,2,1,False,False,False
2024-02-02,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,2,1,False,False,False
2024-02-03,prod-1,Smartphone 1,tenant-1,25,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,2,1,True,False,False
2024-02-04,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,2,1,True,False,False
2024-02-05,prod-1,Smartphone 1,tenant-1,28,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,2,1,False,False,False
2024-02-06,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,2,1,False,False,False
2024-02-07,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,2,1,False,False,False
2024-02-08,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,2,1,False,False,False
2024-02-09,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,2,1,False,False,False
2024-02-10,prod-1,Smartphone 1,tenant-1,27,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,2,1,True,False,False
2024-02-11,prod-1,Smartphone 1,tenant-1,25,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,2,1,True,False,False
2024-02-12,prod-1,Smartphone 1,tenant-1,25,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,2,1,False,False,False
2024-02-13,prod-1,Smartphone 1,tenant-1,35,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,2,1,False,False,False
2024-02-14,prod-1,Smartphone 1,tenant-1,34,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,2,1,False,False,False
2024-02-15,prod-1,Smartphone 1,tenant-1,34,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,2,1,False,False,False
2024-02-16,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,2,1,False,False,False
2024-02-17,prod-1,Smartphone 1,tenant-1,20,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,2,1,True,False,False
2024-02-18,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,2,1,True,False,False
2024-02-19,prod-1,Smartphone 1,tenant-1,32,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,2,1,False,False,False
2024-02-20,prod-1,Smartphone 1,tenant-1,33,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,2,1,False,False,False
2024-02-21,prod-1,Smartphone 1,tenant-1,32,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,2,1,False,False,False
2024-02-22,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,2,1,False,False,False
2024-02-23,prod-1,Smartphone 1,tenant-1,27,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,2,1,False,False,False
2024-02-24,prod-1,Smartphone 1,tenant-1,24,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,2,1,True,False,False
2024-02-25,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,2,1,True,False,True
2024-02-26,prod-1,Smartphone 1,tenant-1,24,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,2,1,False,False,True
2024-02-27,prod-1,Smartphone 1,tenant-1,30,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,2,1,False,False,True
2024-02-28,prod-1,Smartphone 1,tenant-1,35,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,2,1,False,False,True
2024-02-29,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,2,1,False,False,True
2024-03-01,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,3,1,False,False,False
2024-03-02,prod-1,Smartphone 1,tenant-1,26,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,3,1,True,False,False
2024-03-03,prod-1,Smartphone 1,tenant-1,28,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,3,1,True,False,False
2024-03-04,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,3,1,False,False,False
2024-03-05,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,3,1,False,False,False
2024-03-06,prod-1,Smartphone 1,tenant-1,35,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,3,1,False,False,False
2024-03-07,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,3,1,False,False,False
2024-03-08,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,3,1,False,False,False
2024-03-09,prod-1,Smartphone 1,tenant-1,27,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,3,1,True,False,False
2024-03-10,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,3,1,True,False,False
2024-03-11,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,3,1,False,False,False
2024-03-12,prod-1,Smartphone 1,tenant-1,36,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,3,1,False,False,False
2024-03-13,prod-1,Smartphone 1,tenant-1,41,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,3,1,False,False,False
2024-03-14,prod-1,Smartphone 1,tenant-1,32,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,3,1,False,False,False
2024-03-15,prod-1,Smartphone 1,tenant-1,28,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,3,1,False,False,False
2024-03-16,prod-1,Smartphone 1,tenant-1,29,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,3,1,True,False,False
2024-03-17,prod-1,Smartphone 1,tenant-1,39,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,3,1,True,False,False
2024-03-18,prod-1,Smartphone 1,tenant-1,39,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,3,1,False,False,False
2024-03-19,prod-1,Smartphone 1,tenant-1,45,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,3,1,False,False,False
2024-03-20,prod-1,Smartphone 1,tenant-1,41,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,3,1,False,False,False
2024-03-21,prod-1,Smartphone 1,tenant-1,39,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,3,1,False,False,False
2024-03-22,prod-1,Smartphone 1,tenant-1,32,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,3,1,False,False,False
2024-03-23,prod-1,Smartphone 1,tenant-1,31,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,3,1,True,False,False
2024-03-24,prod-1,Smartphone 1,tenant-1,40,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,3,1,True,False,False
2024-03-25,prod-1,Smartphone 1,tenant-1,32,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,3,1,False,False,True
2024-03-26,prod-1,Smartphone 1,tenant-1,46,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,3,1,False,False,True
2024-03-27,prod-1,Smartphone 1,tenant-1,40,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,3,1,False,False,True
2024-03-28,prod-1,Smartphone 1,tenant-1,30,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,3,1,False,False,True
2024-03-29,prod-1,Smartphone 1,tenant-1,36,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,3,1,False,False,True
2024-03-30,prod-1,Smartphone 1,tenant-1,34,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,3,1,True,False,True
2024-03-31,prod-1,Smartphone 1,tenant-1,39,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,3,1,True,False,True
2024-04-01,prod-1,Smartphone 1,tenant-1,44,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,4,2,False,False,False
2024-04-02,prod-1,Smartphone 1,tenant-1,46,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,4,2,False,False,False
2024-04-03,prod-1,Smartphone 1,tenant-1,51,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,4,2,False,False,False
2024-04-04,prod-1,Smartphone 1,tenant-1,47,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,4,2,False,False,False
2024-04-05,prod-1,Smartphone 1,tenant-1,36,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,4,4,2,False,False,False
2024-04-06,prod-1,Smartphone 1,tenant-1,41,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,5,4,2,True,False,False
2024-04-07,prod-1,Smartphone 1,tenant-1,34,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,6,4,2,True,False,False
2024-04-08,prod-1,Smartphone 1,tenant-1,44,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,0,4,2,False,False,False
2024-04-09,prod-1,Smartphone 1,tenant-1,43,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,1,4,2,False,False,False
2024-04-10,prod-1,Smartphone 1,tenant-1,49,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,2,4,2,False,False,False
2024-04-11,prod-1,Smartphone 1,tenant-1,41,high,electronics,751.8783139110598,430.2594071021801,0.4277539341917025,3,4,2,False,False,False
