date,tenant_id,tenant_name,product_id,product_name,product_sku,warehouse_id,warehouse_name,stock_level,reserved_quantity,available_quantity,reorder_point,reorder_quantity,is_low_stock,cost_price,selling_price,inventory_value,demand_pattern,business_type
2023-12-02,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Main Distribution Center,34,1,27,19,171,False,430.2594071021801,751.8783139110598,14628.819841474124,high,electronics
2023-12-03,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,36,8,30,24,173,False,430.2594071021801,751.8783139110598,15489.338655678483,high,electronics
2023-12-04,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,33,2,29,22,141,False,430.2594071021801,751.8783139110598,14198.560434371942,high,electronics
2023-12-05,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,West Coast Warehouse,31,5,31,47,77,True,430.2594071021801,751.8783139110598,13338.041620167583,high,electronics
2023-12-06,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,West Coast Warehouse,31,0,25,27,157,False,430.2594071021801,751.8783139110598,13338.041620167583,high,electronics
2023-12-07,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,Express Fulfillment Center,206,6,201,50,63,True,430.2594071021801,751.8783139110598,88633.4378630491,high,electronics
2023-12-08,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,West Coast Warehouse,207,10,200,12,152,False,430.2594071021801,751.8783139110598,89063.69727015129,high,electronics
2023-12-09,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Main Distribution Center,210,0,204,34,116,False,430.2594071021801,751.8783139110598,90354.47549145782,high,electronics
2023-12-10,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,East Coast Warehouse,205,9,202,19,162,False,430.2594071021801,751.8783139110598,88203.17845594692,high,electronics
2023-12-11,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,202,2,201,27,142,False,430.2594071021801,751.8783139110598,86912.40023464037,high,electronics
2023-12-12,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Central Warehouse,198,4,197,36,121,False,430.2594071021801,751.8783139110598,85191.36260623166,high,electronics
2023-12-13,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Central Warehouse,258,2,258,15,87,False,430.2594071021801,751.8783139110598,111006.92703236247,high,electronics
2023-12-14,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Express Fulfillment Center,254,3,247,46,84,False,430.2594071021801,751.8783139110598,109285.88940395374,high,electronics
2023-12-15,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,Express Fulfillment Center,249,7,247,26,67,False,430.2594071021801,751.8783139110598,107134.59236844284,high,electronics
2023-12-16,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,East Coast Warehouse,248,6,241,43,98,False,430.2594071021801,751.8783139110598,106704.33296134067,high,electronics
2023-12-17,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,248,8,243,48,178,False,430.2594071021801,751.8783139110598,106704.33296134067,high,electronics
2023-12-18,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,West Coast Warehouse,250,6,241,15,89,False,430.2594071021801,751.8783139110598,107564.85177554502,high,electronics
2023-12-19,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,West Coast Warehouse,250,10,243,48,76,False,430.2594071021801,751.8783139110598,107564.85177554502,high,electronics
2023-12-20,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,Main Distribution Center,249,0,243,47,178,False,430.2594071021801,751.8783139110598,107134.59236844284,high,electronics
2023-12-21,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Main Distribution Center,247,5,244,24,81,False,430.2594071021801,751.8783139110598,106274.07355423848,high,electronics
2023-12-22,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,West Coast Warehouse,247,3,245,12,83,False,430.2594071021801,751.8783139110598,106274.07355423848,high,electronics
2023-12-23,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,246,4,240,23,169,False,430.2594071021801,751.8783139110598,105843.8141471363,high,electronics
2023-12-24,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,West Coast Warehouse,242,1,232,26,197,False,430.2594071021801,751.8783139110598,104122.77651872758,high,electronics
2023-12-25,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Central Warehouse,238,0,233,47,151,False,430.2594071021801,751.8783139110598,102401.73889031885,high,electronics
2023-12-26,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Central Warehouse,238,4,232,28,52,False,430.2594071021801,751.8783139110598,102401.73889031885,high,electronics
2023-12-27,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,West Coast Warehouse,235,8,229,41,191,False,430.2594071021801,751.8783139110598,101110.96066901232,high,electronics
2023-12-28,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Main Distribution Center,230,5,228,15,125,False,430.2594071021801,751.8783139110598,98959.66363350142,high,electronics
2023-12-29,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,Express Fulfillment Center,228,6,218,30,187,False,430.2594071021801,751.8783139110598,98099.14481929706,high,electronics
2023-12-30,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Express Fulfillment Center,228,1,218,13,53,False,430.2594071021801,751.8783139110598,98099.14481929706,high,electronics
2023-12-31,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Express Fulfillment Center,230,9,226,39,160,False,430.2594071021801,751.8783139110598,98959.66363350142,high,electronics
2024-01-01,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,West Coast Warehouse,228,9,222,13,79,False,430.2594071021801,751.8783139110598,98099.14481929706,high,electronics
2024-01-02,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,East Coast Warehouse,227,5,219,41,103,False,430.2594071021801,751.8783139110598,97668.88541219488,high,electronics
2024-01-03,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Express Fulfillment Center,224,2,214,21,129,False,430.2594071021801,751.8783139110598,96378.10719088835,high,electronics
2024-01-04,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Central Warehouse,223,8,214,25,76,False,430.2594071021801,751.8783139110598,95947.84778378616,high,electronics
2024-01-05,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,East Coast Warehouse,220,5,214,14,85,False,430.2594071021801,751.8783139110598,94657.06956247962,high,electronics
2024-01-06,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,West Coast Warehouse,215,2,209,16,196,False,430.2594071021801,751.8783139110598,92505.77252696872,high,electronics
2024-01-07,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,West Coast Warehouse,210,10,210,38,56,False,430.2594071021801,751.8783139110598,90354.47549145782,high,electronics
2024-01-08,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,West Coast Warehouse,210,6,210,47,182,False,430.2594071021801,751.8783139110598,90354.47549145782,high,electronics
2024-01-09,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Express Fulfillment Center,205,7,203,17,81,False,430.2594071021801,751.8783139110598,88203.17845594692,high,electronics
2024-01-10,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,West Coast Warehouse,201,5,194,44,94,False,430.2594071021801,751.8783139110598,86482.1408275382,high,electronics
2024-01-11,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Main Distribution Center,198,8,194,16,56,False,430.2594071021801,751.8783139110598,85191.36260623166,high,electronics
2024-01-12,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Central Warehouse,193,5,186,38,182,False,430.2594071021801,751.8783139110598,83040.06557072076,high,electronics
2024-01-13,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,Express Fulfillment Center,192,8,183,21,127,False,430.2594071021801,751.8783139110598,82609.80616361857,high,electronics
2024-01-14,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,West Coast Warehouse,187,0,184,14,66,False,430.2594071021801,751.8783139110598,80458.50912810767,high,electronics
2024-01-15,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Express Fulfillment Center,187,3,185,29,99,False,430.2594071021801,751.8783139110598,80458.50912810767,high,electronics
2024-01-16,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,East Coast Warehouse,185,5,180,32,196,False,430.2594071021801,751.8783139110598,79597.99031390331,high,electronics
2024-01-17,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Central Warehouse,185,3,177,12,54,False,430.2594071021801,751.8783139110598,79597.99031390331,high,electronics
2024-01-18,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Central Warehouse,183,10,182,41,102,False,430.2594071021801,751.8783139110598,78737.47149969895,high,electronics
2024-01-19,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,West Coast Warehouse,178,2,168,20,121,False,430.2594071021801,751.8783139110598,76586.17446418805,high,electronics
2024-01-20,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,West Coast Warehouse,177,7,177,10,157,False,430.2594071021801,751.8783139110598,76155.91505708588,high,electronics
2024-01-21,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,234,2,227,32,92,False,430.2594071021801,751.8783139110598,100680.70126191014,high,electronics
2024-01-22,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Express Fulfillment Center,231,9,231,24,152,False,430.2594071021801,751.8783139110598,99389.92304060361,high,electronics
2024-01-23,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,East Coast Warehouse,226,7,219,26,168,False,430.2594071021801,751.8783139110598,97238.6260050927,high,electronics
2024-01-24,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,East Coast Warehouse,221,3,217,15,195,False,430.2594071021801,751.8783139110598,95087.3289695818,high,electronics
2024-01-25,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,220,10,214,11,200,False,430.2594071021801,751.8783139110598,94657.06956247962,high,electronics
2024-01-26,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Main Distribution Center,216,6,215,34,131,False,430.2594071021801,751.8783139110598,92936.0319340709,high,electronics
2024-01-27,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Main Distribution Center,211,10,206,36,181,False,430.2594071021801,751.8783139110598,90784.73489856,high,electronics
2024-01-28,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Central Warehouse,208,8,201,31,156,False,430.2594071021801,751.8783139110598,89493.95667725346,high,electronics
2024-01-29,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,East Coast Warehouse,206,10,206,38,152,False,430.2594071021801,751.8783139110598,88633.4378630491,high,electronics
2024-01-30,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-3,Central Warehouse,201,3,191,47,137,False,430.2594071021801,751.8783139110598,86482.1408275382,high,electronics
2024-01-31,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,Central Warehouse,198,2,189,10,101,False,430.2594071021801,751.8783139110598,85191.36260623166,high,electronics
2024-02-01,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,East Coast Warehouse,196,6,193,28,59,False,430.2594071021801,751.8783139110598,84330.8437920273,high,electronics
2024-02-02,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,East Coast Warehouse,195,5,192,45,71,False,430.2594071021801,751.8783139110598,83900.58438492513,high,electronics
2024-02-03,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,Central Warehouse,195,9,189,35,111,False,430.2594071021801,751.8783139110598,83900.58438492513,high,electronics
2024-02-04,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-4,East Coast Warehouse,193,1,189,49,125,False,430.2594071021801,751.8783139110598,83040.06557072076,high,electronics
2024-02-05,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-5,Central Warehouse,191,5,185,28,177,False,430.2594071021801,751.8783139110598,82179.5467565164,high,electronics
2024-02-06,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-2,East Coast Warehouse,190,5,183,50,76,False,430.2594071021801,751.8783139110598,81749.28734941421,high,electronics
2024-02-07,tenant-1,TechGadgets Inc,prod-1,Smartphone 1,TECH-SMARTP-001,wh-1,Express Fulfillment Center,187,0,178,12,103,False,430.2594071021801,751.8783139110598,80458.50912810767,high,electronics
